"Date (MMM DD, YYYY)",Transaction Type,Stock / ETF Symbol,Quantity of Units,Amount per unit,Total Amount,Fees,Investment Account,Split Ratio (new shares per old share),Note
"Mar 29, 2022",Buy,ES-Fixed_Income,73.3564312,12.8872,945.36,0,SET,,
"Mar 30, 2022",Buy,DPZ,0.4,409.75,163.08,0,E*TRADE,,
"Mar 30, 2022",Dividend,DPZ,0.4,409.75,163.11,0,E*TRADE,,
"Apr 4, 2022",Buy,BRK.B,29,346.124,10037.6,0,E*TRADE,,
"Apr 4, 2022",Sell,$CASH,10037.6,1,10037.6,0,E*TRADE,,
"Apr 7, 2022",Buy,QSR,10.48,58.8004,615.99,0,E*TRADE,,
"Apr 7, 2022",Dividend,QSR,10.48,58.8004,616.02,0,E*TRADE,,
"Apr 27, 2022",Buy,ES-SET50,18.5211874,33.9941,629.61,0,SET,,
"Apr 27, 2022",Buy,ES-Tresury,105.8827134,11.9045,1260.48,0,SET,,
"Apr 27, 2022",Buy,ES-JUMBO25,10.1999032,30.8635,314.8,0,SET,,
"Apr 27, 2022",Buy,ES-Fixed_Income,73.5728864,12.8493,945.36,0,SET,,
"Apr 29, 2022",Dividend,PTT:BKK,,,2952,0,SET,,
"May 2, 2022",Buy,BRK.B,1,317.36,317.36,0,E*TRADE,,
"May 2, 2022",Buy,BRK.B,30,317.35,9520.5,0,E*TRADE,,
"May 2, 2022",Buy,VZ,10.8,46.6877,504.41,0,E*TRADE,,
"May 2, 2022",Dividend,VZ,10.8,46.6877,504.42,0,E*TRADE,,
"May 2, 2022",Sell,$CASH,317.36,1,317.36,0,E*TRADE,,
"May 2, 2022",Sell,$CASH,9520.5,1,9520.5,0,E*TRADE,,
"May 6, 2022",Dividend,TCAP:BKK,,,2916,0,SET,,
"May 12, 2022",Buy,$CASH,83.67,1,83.67,0,E*TRADE,,
"May 12, 2022",Dividend,AAPL,,,83.67,,E*TRADE,,
"May 16, 2022",Withdrawal,$CASH,17025,1,17025,0,E*TRADE,,
"May 26, 2022",Buy,$CASH,3.24,1,3.24,0,E*TRADE,,
"May 26, 2022",Dividend,$CASH,3.24,1,3.24,0,E*TRADE,,
"May 27, 2022",Buy,ES-SET50,18.3361372,34.3371,629.61,0,SET,,
"May 27, 2022",Buy,ES-Tresury,105.8610404,11.9069,1260.48,0,SET,,
"May 27, 2022",Buy,ES-JUMBO25,10.092832,31.191,314.81,0,SET,,
"May 27, 2022",Buy,ES-Fixed_Income,73.4871738,12.8643,945.36,0,SET,,
"Jun 6, 2022",Buy,BRK.B,32,314.2,10054.4,0,E*TRADE,,
"Jun 6, 2022",Sell,$CASH,10054.4,1,10054.4,0,E*TRADE,,
"Jun 15, 2022",Dividend,UOBBC,,,5331.64,0,SET,,
"Jun 26, 2022",Buy,$CASH,3.49,1,3.49,0,E*TRADE,,
"Jun 26, 2022",Dividend,$CASH,3.49,1,3.49,0,E*TRADE,,
"Jun 27, 2022",Buy,$CASH,3.18,1,3.18,0,E*TRADE,,
"Jun 27, 2022",Dividend,$CASH,3.18,1,3.18,0,E*TRADE,,
"Jun 28, 2022",Buy,ES-SET50,18.6765342,33.7113,629.61,0,SET,,
"Jun 28, 2022",Buy,ES-Tresury,105.8426242,11.909,1260.48,0,SET,,
"Jun 28, 2022",Buy,ES-JUMBO25,10.3362042,30.4566,314.81,0,SET,,
"Jun 28, 2022",Buy,ES-Fixed_Income,73.6805266,12.8305,945.36,0,SET,,
"Jun 30, 2022",Buy,DPZ,0.42,390.7961,163.35,0,E*TRADE,,
"Jun 30, 2022",Dividend,DPZ,0.42,390.7961,163.47,0,E*TRADE,,
"Jul 7, 2022",Buy,QSR,12.09,51.3188,620.24,0,E*TRADE,,
"Jul 7, 2022",Dividend,QSR,12.09,51.3188,620.26,0,E*TRADE,,
"Jul 25, 2022",Buy,ES-SET50,18.996703,33.1431,629.61,0,SET,,
"Jul 25, 2022",Buy,ES-Tresury,105.8220424,11.9113,1260.48,0,SET,,
"Jul 25, 2022",Buy,ES-JUMBO25,10.4776968,30.0453,314.81,0,SET,,
"Jul 25, 2022",Buy,ES-Fixed_Income,73.4972842,12.8625,945.36,0,SET,,
"Jul 26, 2022",Buy,$CASH,3.05,1,3.05,0,E*TRADE,,
"Jul 26, 2022",Dividend,$CASH,3.05,1,3.05,0,E*TRADE,,
"Aug 1, 2022",Buy,VZ,11.04,46.2104,510.3,0,E*TRADE,,
"Aug 1, 2022",Dividend,VZ,11.04,46.2104,510.3,0,E*TRADE,,
"Aug 11, 2022",Buy,$CASH,83.67,1,83.67,0,E*TRADE,,
"Aug 11, 2022",Dividend,AAPL,,,83.67,,E*TRADE,,
"Aug 26, 2022",Buy,$CASH,3.15,1,3.15,0,E*TRADE,,
"Aug 26, 2022",Dividend,$CASH,3.15,1,3.15,0,E*TRADE,,
"Aug 29, 2022",Buy,ES-SET50,18.302741,34.3998,629.61,0,SET,,
"Aug 29, 2022",Buy,ES-Tresury,105.7884724,11.9151,1260.48,0,SET,,
"Aug 29, 2022",Buy,ES-JUMBO25,10.0204892,31.4161,314.8,0,SET,,
"Aug 29, 2022",Buy,ES-Fixed_Income,73.1884646,12.9168,945.36,0,SET,,
"Sep 26, 2022",Buy,$CASH,3.15,1,3.15,0,E*TRADE,,
"Sep 26, 2022",Dividend,$CASH,3.15,1,3.15,0,E*TRADE,,
"Sep 26, 2022",Split,NLY,,,,,Sharebuilder,0.25,
"Sep 28, 2022",Buy,ES-SET50,18.6117112,33.8287,629.61,0,SET,,
"Sep 28, 2022",Buy,ES-Tresury,105.7538344,11.919,1260.48,0,SET,,
"Sep 28, 2022",Buy,ES-JUMBO25,10.1860168,30.9056,314.8,0,SET,,
"Sep 28, 2022",Buy,ES-Fixed_Income,73.6849994,12.8297,945.36,0,SET,,
"Sep 30, 2022",Buy,DPZ,0.51,318.8498,163.89,0,E*TRADE,,
"Sep 30, 2022",Dividend,DPZ,0.51,318.8498,163.88,0,E*TRADE,,
"Oct 7, 2022",Buy,QSR,7.88,52.86,416.75,0,E*TRADE,,
"Oct 7, 2022",Dividend,QSR,7.88,52.86,416.76,0,E*TRADE,,
"Oct 10, 2022",Buy,QSR,3.94,52.86,208.37,0,E*TRADE,,
"Oct 10, 2022",Dividend,QSR,3.94,52.86,208.38,0,E*TRADE,,
"Oct 12, 2022",Dividend,PTT:BKK,,,4797,0,SET,,
"Oct 12, 2022",Dividend,PTT:BKK,,,5380,0,SET,,
"Oct 25, 2022",Buy,SCBRCTECH,11281.33,4.4321,50000,0,SET,,
"Oct 26, 2022",Buy,$CASH,3.05,1,3.05,0,E*TRADE,,
"Oct 26, 2022",Dividend,$CASH,3.05,1,3.05,0,E*TRADE,,
"Oct 27, 2022",Buy,SCBCHA-SSF,6425.33,7.7817,50000,0,SET,,
"Oct 27, 2022",Buy,ES-SET50,18.3938938,34.2293,629.61,0,SET,,
"Oct 27, 2022",Buy,ES-Tresury,105.7159716,11.9233,1260.48,0,SET,,
"Oct 27, 2022",Buy,ES-JUMBO25,10.052674,31.3156,314.81,0,SET,,
"Oct 27, 2022",Buy,ES-Fixed_Income,73.4535018,12.8702,945.36,0,SET,,
"Oct 28, 2022",Dividend,TCAP:BKK,,,1944,0,SET,,
"Nov 1, 2022",Buy,VZ,13.92,37.8274,526.41,0,E*TRADE,,
"Nov 1, 2022",Dividend,VZ,13.92,37.8274,526.39,0,E*TRADE,,
"Nov 10, 2022",Buy,$CASH,83.67,1,83.67,0,E*TRADE,,
"Nov 10, 2022",Dividend,AAPL,,,83.67,,E*TRADE,,
"Nov 15, 2022",Buy,PTT:BKK,3000,33.5,100500,168.84,SET,,
"Nov 21, 2022",Buy,PTT:BKK,3500,33.25,116375,195.49,SET,,
"Nov 28, 2022",Buy,$CASH,3.15,1,3.15,0,E*TRADE,,
"Nov 28, 2022",Buy,ES-SET50,19.8648786,34.3862,683.08,0,SET,,
"Nov 28, 2022",Buy,ES-Tresury,114.6335286,11.9295,1367.52,0,SET,,
"Nov 28, 2022",Buy,ES-JUMBO25,10.8820382,31.3855,341.54,0,SET,,
"Nov 28, 2022",Buy,ES-Fixed_Income,79.2321074,12.9448,1025.64,0,SET,,
"Nov 28, 2022",Dividend,$CASH,3.15,1,3.15,0,E*TRADE,,
"Dec 19, 2022",Buy,SCBRMS50,5553.52,18.0066,100000,0,SET,,
"Dec 19, 2022",Buy,SCBRCTECH,8467.11,5.9052,50000,0,SET,,
"Dec 20, 2022",Buy,SCBCHA-SSF,6185.67,8.0832,50000,0,SET,,
"Dec 27, 2022",Buy,$CASH,3.05,1,3.05,0,E*TRADE,,
"Dec 27, 2022",Buy,SCBRM1,6978.56,14.3296,100000,0,SET,,
"Dec 27, 2022",Dividend,$CASH,3.05,1,3.05,0,E*TRADE,,
"Dec 28, 2022",Buy,ES-SET50,18.6970086,35.1042,656.34,0,SET,,
"Dec 28, 2022",Buy,ES-Tresury,110.0807446,11.9367,1314,0,SET,,
"Dec 28, 2022",Buy,ES-JUMBO25,10.266775,31.9645,328.17,0,SET,,
"Dec 28, 2022",Buy,ES-Fixed_Income,75.910383,12.9824,985.5,0,SET,,
"Dec 30, 2022",Buy,DPZ,0.48,344.6099,164.38,0,E*TRADE,,
"Dec 30, 2022",Dividend,DPZ,0.48,344.6099,164.34,0,E*TRADE,,
"Jan 2, 2023",Sell,UOBCG,973.81,53.6575,52252.02,0,SET,,
"Jan 5, 2023",Buy,QSR,9.73,64.7198,629.92,0,E*TRADE,,
"Jan 5, 2023",Dividend,QSR,9.73,64.7198,629.95,0,E*TRADE,,
"Jan 6, 2023",Sell,ZEN:BKK,26300,16.7456,440410,739.84,SET,,
"Jan 6, 2023",Sell,ZEN:BKK,23500,16.7,392450,659.28,SET,,
"Jan 6, 2023",Sell,UOBCG,2501.88,61.6064,154131.77,0,SET,,
"Jan 26, 2023",Buy,$CASH,3.15,1,3.15,0,E*TRADE,,
"Jan 26, 2023",Dividend,$CASH,3.15,1,3.15,0,E*TRADE,,
"Jan 27, 2023",Buy,ES-SET50,18.8026,34.9071,656.34,0,SET,,
"Jan 27, 2023",Buy,ES-Tresury,110.0188944,11.9434,1314,0,SET,,
"Jan 27, 2023",Buy,ES-JUMBO25,10.2432042,32.038,328.17,0,SET,,
"Jan 27, 2023",Buy,ES-Fixed_Income,75.8566624,12.9916,985.5,0,SET,,
"Feb 1, 2023",Buy,VZ,12.83,41.6207,534.12,0,E*TRADE,,
"Feb 1, 2023",Dividend,VZ,12.83,41.6207,534.11,0,E*TRADE,,
"Feb 7, 2023",Buy,$CASH,65376.42,1,65376.42,0,E*TRADE,,
"Feb 7, 2023",Sell,AAPL,428,152.745,65376.42,1.56,E*TRADE,,
"Feb 24, 2023",Buy,ES-SET50,19.3036152,34.0011,656.34,0,SET,,
"Feb 24, 2023",Buy,ES-Tresury,109.942513,11.9517,1314,0,SET,,
"Feb 24, 2023",Buy,ES-JUMBO25,10.6256704,30.8848,328.17,0,SET,,
"Feb 24, 2023",Buy,ES-Fixed_Income,75.8412052,12.9943,985.5,0,SET,,
"Feb 27, 2023",Buy,$CASH,3.45,1,3.45,0,E*TRADE,,
"Feb 27, 2023",Dividend,$CASH,3.45,1,3.45,0,E*TRADE,,
"Mar 27, 2023",Buy,$CASH,3.34,1,3.34,0,E*TRADE,,
"Mar 27, 2023",Dividend,$CASH,3.34,1,3.34,0,E*TRADE,,
"Mar 29, 2023",Buy,ES-SET50,19.268961,34.0622,656.34,0,SET,,
"Mar 29, 2023",Buy,ES-Tresury,109.8348426,11.9634,1314,0,SET,,
"Mar 29, 2023",Buy,ES-JUMBO25,10.588742,30.9925,328.17,0,SET,,
"Mar 29, 2023",Buy,ES-Fixed_Income,75.5256538,13.0485,985.5,0,SET,,
"Mar 30, 2023",Buy,DPZ,0.56,326.0201,181.27,0,E*TRADE,,
"Mar 30, 2023",Dividend,DPZ,0.56,326.0201,181.29,0,E*TRADE,,
"Apr 6, 2023",Buy,QSR,9.81,65.8085,645.65,0,E*TRADE,,
"Apr 6, 2023",Dividend,QSR,9.81,65.8085,645.62,0,E*TRADE,,
"Apr 26, 2023",Buy,$CASH,3.7,1,3.7,0,E*TRADE,,
"Apr 26, 2023",Buy,ES-SET50,19.9158136,32.9559,656.34,0,SET,,
"Apr 26, 2023",Buy,ES-Tresury,109.7341036,11.9744,1314,0,SET,,
"Apr 26, 2023",Buy,ES-JUMBO25,10.9780574,29.8934,328.17,0,SET,,
"Apr 26, 2023",Buy,ES-Fixed_Income,75.538777,13.0463,985.5,0,SET,,
"Apr 26, 2023",Dividend,$CASH,3.7,1,3.7,0,E*TRADE,,
"Apr 28, 2023",Dividend,PTT:BKK,,,7245,0,SET,,
"Apr 28, 2023",Dividend,PTT:BKK,,,2583,0,SET,,
"May 1, 2023",Buy,VZ,13.9,38.9478,541.22,0,E*TRADE,,
"May 1, 2023",Dividend,VZ,13.9,38.9478,541.23,0,E*TRADE,,
"May 3, 2023",Dividend,TCAP:BKK,,,3078,0,SET,,
"May 4, 2023",Buy,VTI,14.62,201.84,2950.7,0,Dime!,,
"May 4, 2023",Deposit,$CASH,2950.7,1,2950.7,0,Dime!,,
"May 4, 2023",Sell,$CASH,2950.7,1,2950.7,0,Dime!,,
"May 18, 2023",Buy,SCBRMS50,5825.97,17.2261,100358.7,0,SET,,
"May 18, 2023",Sell,SCBRM1,6978.56,14.381,100358.7,0,SET,,
"May 26, 2023",Buy,$CASH,3.58,1,3.58,0,E*TRADE,,
"May 26, 2023",Dividend,$CASH,3.58,1,3.58,0,E*TRADE,,
"May 29, 2023",Buy,ES-SET50,19.942965,32.911,656.34,0,SET,,
"May 29, 2023",Buy,ES-Tresury,109.6078562,11.9882,1314,0,SET,,
"May 29, 2023",Buy,ES-JUMBO25,10.999854,29.8342,328.17,0,SET,,
"May 29, 2023",Buy,ES-Fixed_Income,75.5905876,13.0373,985.5,0,SET,,
"May 31, 2023",Buy,VTI,120,206.62,24794.4,0,E*TRADE,,
"May 31, 2023",Dividend,UOBBC,,,5199.71,0,SET,,
"May 31, 2023",Sell,$CASH,24794.4,1,24794.4,0,E*TRADE,,
"Jun 1, 2023",Buy,DPZ,3,295.14,885.42,0,E*TRADE,,
"Jun 1, 2023",Buy,DPZ,81,295.1475,23906.95,0,E*TRADE,,
"Jun 1, 2023",Sell,$CASH,885.42,1,885.42,0,E*TRADE,,
"Jun 1, 2023",Sell,$CASH,23906.95,1,23906.95,0,E*TRADE,,
"Jun 5, 2023",Deposit,$CASH,2863.7,1,2863.7,0,Dime!,,
"Jun 5, 2023",Buy,VTI,13.47,212.63,2863.7,0,Dime!,,
"Jun 5, 2023",Sell,$CASH,2863.7,1,2863.7,0,Dime!,,
"Jun 26, 2023",Buy,$CASH,3.4,1,3.4,0,E*TRADE,,
"Jun 26, 2023",Dividend,$CASH,3.4,1,3.4,0,E*TRADE,,
"Jun 27, 2023",Buy,C,1081,46.2341,49979.06,0,E*TRADE,,
"Jun 27, 2023",Sell,$CASH,49979.06,1,49979.06,0,E*TRADE,,
"Jun 28, 2023",Buy,VTI,0.39,216.3329,84.37,0,E*TRADE,,
"Jun 28, 2023",Buy,ES-SET50,20.7301802,31.6613,656.34,0,SET,,
"Jun 28, 2023",Buy,ES-Tresury,109.4785594,12.0024,1314.01,0,SET,,
"Jun 28, 2023",Buy,ES-JUMBO25,11.3822548,28.8319,328.17,0,SET,,
"Jun 28, 2023",Buy,ES-Fixed_Income,75.4811814,13.0562,985.5,0,SET,,
"Jun 28, 2023",Dividend,VTI,0.39,216.3329,84.3,0,E*TRADE,,
"Jun 29, 2023",Deposit,$CASH,19.73,1,19.73,0,Dime!,,
"Jun 29, 2023",Dividend,VTI,,,19.73,,Dime!,,
"Jun 30, 2023",Buy,VTI,113,219.87,24845.31,0,E*TRADE,,
"Jun 30, 2023",Buy,DPZ,0.8,334.37,268.16,0,E*TRADE,,
"Jun 30, 2023",Buy,SCBRMS50,5852.71,17.0861,100000,0,SET,,
"Jun 30, 2023",Dividend,DPZ,0.8,334.37,268.25,0,E*TRADE,,
"Jun 30, 2023",Sell,$CASH,24845.31,1,24845.31,0,E*TRADE,,
"Jul 1, 2023",Buy,SCBRMS50,111.47,17.1428,1910.92,0,SET,,
"Jul 1, 2023",Sell,SCBSFF,91.3,20.9297,1910.92,0,SET,,
"Jul 5, 2023",Deposit,$CASH,2858.77,1,2858.77,0,Dime!,,
"Jul 5, 2023",Buy,VTI,12.98,220.21,2858.77,0,Dime!,,
"Jul 5, 2023",Sell,$CASH,2858.77,1,2858.77,0,Dime!,,
"Jul 7, 2023",Buy,VZ,691,36.19,25007.29,0,E*TRADE,,
"Jul 7, 2023",Buy,QSR,8.58,75.7431,649.65,0,E*TRADE,,
"Jul 7, 2023",Dividend,QSR,8.58,75.7431,649.67,0,E*TRADE,,
"Jul 7, 2023",Sell,$CASH,25007.29,1,25007.29,0,E*TRADE,,
"Jul 26, 2023",Buy,$CASH,2.56,1,2.56,0,E*TRADE,,
"Jul 26, 2023",Buy,ES-SET50,19.6731838,33.3624,656.34,0,SET,,
"Jul 26, 2023",Buy,ES-Tresury,109.3506872,12.0164,1314,0,SET,,
"Jul 26, 2023",Buy,ES-JUMBO25,10.6676042,30.7634,328.17,0,SET,,
"Jul 26, 2023",Buy,ES-Fixed_Income,75.3641074,13.0765,985.5,0,SET,,
"Jul 26, 2023",Dividend,$CASH,2.56,1,2.56,0,E*TRADE,,
"Jul 31, 2023",Buy,VTI,110,228.2477,25107.25,0,E*TRADE,,
"Jul 31, 2023",Buy,VZ,735,33.99,24982.65,0,E*TRADE,,
"Jul 31, 2023",Sell,$CASH,25107.25,1,25107.25,0,E*TRADE,,
"Jul 31, 2023",Sell,$CASH,24982.65,1,24982.65,0,E*TRADE,,
"Aug 1, 2023",Buy,VZ,16.21,33.8681,548.93,0,E*TRADE,,
"Aug 1, 2023",Dividend,VZ,16.21,33.8681,548.93,0,E*TRADE,,
"Aug 4, 2023",Buy,VTI,12.8,224.74,2876,0,Dime!,,
"Aug 4, 2023",Deposit,$CASH,2876.04,1,2876.04,0,Dime!,,
"Aug 4, 2023",Sell,$CASH,2876,1,2876,0,Dime!,,
"Aug 25, 2023",Buy,NKE,253,98.26,24859.78,0,E*TRADE,,
"Aug 25, 2023",Buy,C,11.82,41.2024,486.97,0,E*TRADE,,
"Aug 25, 2023",Dividend,C,11.82,41.2024,486.99,0,E*TRADE,,
"Aug 25, 2023",Sell,$CASH,24859.78,1,24859.78,0,E*TRADE,,
"Aug 28, 2023",Buy,$CASH,2.11,1,2.11,0,E*TRADE,,
"Aug 28, 2023",Dividend,$CASH,2.11,1,2.11,0,E*TRADE,,
"Aug 29, 2023",Buy,ES-SET50,19.2512746,34.0935,656.34,0,SET,,
"Aug 29, 2023",Buy,ES-Tresury,109.1954116,12.0335,1314,0,SET,,
"Aug 29, 2023",Buy,ES-JUMBO25,10.5258606,31.1777,328.17,0,SET,,
"Aug 29, 2023",Buy,ES-Fixed_Income,75.322013,13.0838,985.5,0,SET,,
"Sep 1, 2023",Buy,$CASH,0.37,1,0.37,0,E*TRADE,,
"Sep 1, 2023",Dividend,$CASH,0.37,1,0.37,0,E*TRADE,,
"Sep 5, 2023",Deposit,$CASH,36.56,1,36.56,0,Dime!,,
"Sep 5, 2023",Deposit,$CASH,144.42,1,144.42,0,E*TRADE,,
"Sep 5, 2023",Dividend,VTI,,,36.56,,Dime!,,
"Sep 5, 2023",Dividend,$CASH,144.42,1,144.42,0,E*TRADE,,
"Sep 26, 2023",Buy,VTI,1.09,213.2113,233.04,0,E*TRADE,,
"Sep 26, 2023",Dividend,VTI,1.09,213.2113,233.04,0,E*TRADE,,
"Sep 27, 2023",Buy,ES-SET50,20.112012,32.6344,656.34,0,SET,,
"Sep 27, 2023",Buy,ES-Tresury,109.0472066,12.0498,1314,0,SET,,
"Sep 27, 2023",Buy,ES-JUMBO25,10.8824914,30.1559,328.17,0,SET,,
"Sep 27, 2023",Buy,ES-Fixed_Income,75.4287544,13.0653,985.5,0,SET,,
"Sep 29, 2023",Buy,DPZ,0.71,379.5205,269.08,0,E*TRADE,,
"Sep 29, 2023",Buy,SCBRMS50,5952.24,16.8004,100000,0,SET,,
"Sep 29, 2023",Dividend,DPZ,0.71,379.5205,269.08,0,E*TRADE,,
"Oct 2, 2023",Buy,NKE,0.76,96.3373,73.12,0,E*TRADE,,
"Oct 2, 2023",Buy,$CASH,750.79,1,750.79,0,E*TRADE,,
"Oct 2, 2023",Dividend,NKE,0.76,96.3373,73.12,0,E*TRADE,,
"Oct 2, 2023",Dividend,$CASH,750.79,1,750.79,0,E*TRADE,,
"Oct 5, 2023",Buy,QSR,11.59,63.8914,740.31,0,E*TRADE,,
"Oct 5, 2023",Dividend,QSR,11.59,63.8914,740.32,0,E*TRADE,,
"Oct 20, 2023",Dividend,PTT:BKK,,,8280,0,SET,,
"Oct 20, 2023",Dividend,PTT:BKK,,,38.69,0,SET,,
"Oct 27, 2023",Buy,ES-SET50,28.6373116,30.5589,875.12,0,SET,,
"Oct 27, 2023",Buy,ES-Tresury,145.1814648,12.0677,1752.01,0,SET,,
"Oct 27, 2023",Buy,ES-JUMBO25,15.614486,28.0229,437.56,0,SET,,
"Oct 27, 2023",Buy,ES-Fixed_Income,100.3577514,13.0932,1314,0,SET,,
"Nov 1, 2023",Buy,$CASH,897.32,1,897.32,0,E*TRADE,,
"Nov 1, 2023",Dividend,$CASH,897.32,1,897.32,0,E*TRADE,,
"Nov 2, 2023",Buy,VZ,39.37,34.9206,1374.65,0,E*TRADE,,
"Nov 2, 2023",Dividend,VZ,39.37,34.9206,1374.65,0,E*TRADE,,
"Nov 22, 2023",Buy,C,10.9,45.1619,492.31,0,E*TRADE,,
"Nov 22, 2023",Dividend,C,10.9,45.1619,492.31,0,E*TRADE,,
"Nov 28, 2023",Buy,ES-SET50,28.4187094,30.794,875.13,0,SET,,
"Nov 28, 2023",Buy,ES-Tresury,144.9482712,12.0871,1752,0,SET,,
"Nov 28, 2023",Buy,ES-JUMBO25,15.4733926,28.2784,437.56,0,SET,,
"Nov 28, 2023",Buy,ES-Fixed_Income,99.87823,13.156,1314,0,SET,,
"Dec 1, 2023",Buy,$CASH,876.97,1,876.97,0,E*TRADE,,
"Dec 1, 2023",Deposit,$CASH,2880,1,2880,0,IBKR,,
"Dec 1, 2023",Dividend,$CASH,876.97,1,876.97,0,E*TRADE,,
"Dec 12, 2023",Buy,GOOGL,21,132.135,2773.84,1,IBKR,,
"Dec 12, 2023",Sell,$CASH,2773.84,1,2773.84,0,IBKR,,
"Dec 26, 2023",Buy,SCBRMS&P500,3228.66,15.4863,50000,0,SET,,
"Dec 26, 2023",Buy,ES-SET50,47.2525692,31.19,1473.81,0,SET,,
"Dec 26, 2023",Buy,ES-Tresury,40.6248838,12.1049,491.76,0,SET,,
"Dec 26, 2023",Buy,ES-JUMBO25,85.1741966,28.8391,2456.35,0,SET,,
"Dec 26, 2023",Buy,ES-Fixed_Income,37.2265134,13.2099,491.76,0,SET,,
"Dec 28, 2023",Deposit,$CASH,45.87,1,45.87,0,Dime!,,
"Dec 28, 2023",Buy,VTI,1.24,237.3058,293.31,0,E*TRADE,,
"Dec 28, 2023",Dividend,VTI,,,45.87,,Dime!,,
"Dec 28, 2023",Dividend,VTI,1.24,237.3058,293.31,0,E*TRADE,,
"Dec 29, 2023",Buy,$CASH,12827.53,1,12827.53,0,Dime!,,
"Dec 29, 2023",Buy,$CASH,269.81,1,269.81,0,E*TRADE,,
"Dec 29, 2023",Dividend,DPZ,,,269.81,,E*TRADE,,
"Dec 29, 2023",Sell,VTI,53.87,238.14,12827.53,0.12,Dime!,,
"Jan 1, 2024",Buy,$CASH,26.7,1,26.7,0,E*TRADE,,
"Jan 2, 2024",Buy,$CASH,907.34,1,907.34,0,E*TRADE,,
"Jan 2, 2024",Dividend,$CASH,907.34,1,907.34,0,E*TRADE,,
"Jan 2, 2024",Sell,UOBBC,4460.4,16.1691,72120.65,0,SET,,
"Jan 3, 2024",Buy,NKE,0.73,109.1792,79.81,0,E*TRADE,,
"Jan 3, 2024",Dividend,NKE,0.73,109.1792,79.81,0,E*TRADE,,
"Jan 3, 2024",Withdrawal,$CASH,12929.73,1,12929.73,0,Dime!,,
"Jan 4, 2024",Buy,$CASH,745.72,1,745.72,0,E*TRADE,,
"Jan 4, 2024",Dividend,QSR,,,745.72,,E*TRADE,,
"Jan 12, 2024",Deposit,$CASH,16790.4,1,16790.4,0,IBKR,,
"Jan 16, 2024",Buy,$CASH,55065.4,1,55065.4,0,E*TRADE,,
"Jan 16, 2024",Buy,GOOG,350,143.6282,50269.87,0,E*TRADE,,
"Jan 16, 2024",Buy,AAPL,30,183.845,5514.35,1,IBKR,,
"Jan 16, 2024",Buy,GOOGL,21,143.3176,3008.67,1,IBKR,,
"Jan 16, 2024",Sell,DPZ,131.33,419.29,55065.4,0.46,E*TRADE,,
"Jan 16, 2024",Sell,$CASH,50269.87,1,50269.87,0,E*TRADE,,
"Jan 16, 2024",Sell,$CASH,5514.35,1,5514.35,0,IBKR,,
"Jan 16, 2024",Sell,$CASH,3008.67,1,3008.67,0,IBKR,,
"Jan 17, 2024",Buy,$CASH,25590.49,1,25590.49,0,E*TRADE,,
"Jan 17, 2024",Buy,$CASH,60598.64,1,60598.64,0,E*TRADE,,
"Jan 17, 2024",Sell,NKE,254.49,100.555,25590.49,0.25,E*TRADE,,
"Jan 17, 2024",Sell,QSR,798.13,75.925,60598.64,0.62,E*TRADE,,
"Jan 29, 2024",Buy,ES-SET50,45.697269,29.901,1366.39,0,SET,,
"Jan 29, 2024",Buy,ES-Tresury,37.5972934,12.1264,455.92,0,SET,,
"Jan 29, 2024",Buy,ES-JUMBO25,82.8100822,27.5005,2277.32,0,SET,,
"Jan 29, 2024",Buy,ES-Fixed_Income,34.4166094,13.2471,455.92,0,SET,,
"Jan 31, 2024",Buy,GOOGL,21,141.055,2961.16,1,IBKR,,
"Jan 31, 2024",Sell,$CASH,2961.16,1,2961.16,0,IBKR,,
"Feb 1, 2024",Buy,VZ,32.83,42.5459,1396.91,0,E*TRADE,,
"Feb 1, 2024",Buy,$CASH,1032.9,1,1032.9,0,E*TRADE,,
"Feb 1, 2024",Dividend,VZ,32.83,42.5459,1396.91,0,E*TRADE,,
"Feb 1, 2024",Dividend,$CASH,1032.9,1,1032.9,0,E*TRADE,,
"Feb 2, 2024",Buy,AAPL,29,181.96,5275.84,1,IBKR,,
"Feb 2, 2024",Sell,$CASH,5275.84,1,5275.84,0,IBKR,,
"Feb 5, 2024",Buy,$CASH,1.08,1,1.08,0,IBKR,,
"Feb 5, 2024",Dividend,$CASH,1.08,1,1.08,0,IBKR,,
"Feb 6, 2024",Buy,$CASH,55247.9,1,55247.9,0,E*TRADE,,
"Feb 6, 2024",Sell,DPZ,131,421.7361,55247.9,0.47,E*TRADE,,
"Feb 6, 2024",Sell,PTT:BKK,11500,34.25,393875,661.67,SET,,
"Feb 6, 2024",Sell,PTT:BKK,4100,34.25,140425,235.9,SET,,
"Feb 6, 2024",Sell,TCAP:BKK,1800,50.25,90450,151.94,SET,,
"Feb 6, 2024",Sell,AAV:BKK,25500,2.32,59160,99.38,SET,,
"Feb 6, 2024",Sell,GENCO:BKK,91100,0.52,47372,87.2,SET,,
"Feb 6, 2024",Sell,GENCO:BKK,8900,0.51,4539,0,SET,,
"Feb 9, 2024",Deposit,$CASH,22154.53,1,22154.53,0,IBKR,,
"Feb 15, 2024",Buy,$CASH,12.04,1,12.04,0,IBKR,,
"Feb 15, 2024",Dividend,AAPL,,,12.04,,IBKR,,
"Feb 23, 2024",Buy,$CASH,497.23,1,497.23,0,E*TRADE,,
"Feb 23, 2024",Dividend,C,,,497.23,,E*TRADE,,
