"Date (MMM DD, YYYY)",Transaction Type,Stock / ETF Symbol,Quantity of Units,Amount per unit,Total Amount,Fees,Investment Account,Split Ratio (new shares per old share),Note
"Jun 29, 2002",Buy,IDIOX,180,6.0276,1084.97,0,ING Direct,,
"Jun 29, 2002",Buy,IDLOX,153,11.8542,1813.69,0,ING Direct,,
"Jun 29, 2002",Buy,IDMOX,162,11.2681,1825.43,0,ING Direct,,
"Nov 11, 2003",Buy,SPY,28.48,105.3204,2999.95,0,Sharebuilder,,
"Nov 25, 2003",Buy,DIA,15.31,97.9624,1500,0,Sharebuilder,,
"Nov 25, 2003",Buy,QQQ,42.39,35.3844,1500.02,0,Sharebuilder,,
"Dec 2, 2003",Buy,LQD,78.86,109.3407,8623.04,0,Sharebuilder,,
"Dec 31, 2003",Buy,QQQ,0.02,36.478,0.58,0,Sharebuilder,,
"Dec 31, 2003",Dividend,QQQ,0.02,36.478,0.58,0,Sharebuilder,,
"Jan 12, 2004",Buy,DIA,0.02,104.6512,2.2,0,Sharebuilder,,
"Jan 12, 2004",Buy,LQD,0.32,112.0663,35.86,0,Sharebuilder,,
"Jan 12, 2004",Dividend,DIA,0.02,104.6512,2.2,0,Sharebuilder,,
"Jan 12, 2004",Dividend,LQD,0.32,112.0663,35.86,0,Sharebuilder,,
"Jan 13, 2004",Buy,DIA,23.81,104.9538,2498.95,0,Sharebuilder,,
"Jan 13, 2004",Buy,QQQ,65.68,38.0608,2499.99,0,Sharebuilder,,
"Jan 13, 2004",Buy,SPY,17.71,112.9459,2000.05,0,Sharebuilder,,
"Jan 30, 2004",Buy,SPY,0.13,113.4363,14.63,0,Sharebuilder,,
"Jan 30, 2004",Dividend,SPY,0.13,113.4363,14.63,0,Sharebuilder,,
"Feb 9, 2004",Buy,LQD,0.31,111.413,34.87,0,Sharebuilder,,
"Feb 9, 2004",Dividend,LQD,0.31,111.413,34.87,0,Sharebuilder,,
"Feb 17, 2004",Buy,DIA,0.03,106.746,2.67,0,Sharebuilder,,
"Feb 17, 2004",Dividend,DIA,0.03,106.746,2.67,0,Sharebuilder,,
"Mar 8, 2004",Buy,LQD,0.31,112.6059,34.57,0,Sharebuilder,,
"Mar 8, 2004",Dividend,LQD,0.31,112.6059,34.57,0,Sharebuilder,,
"Mar 15, 2004",Buy,DIA,0.1,102.5366,10.46,0,Sharebuilder,,
"Mar 15, 2004",Dividend,DIA,0.1,102.5366,10.46,0,Sharebuilder,,
"Apr 6, 2004",Buy,SPY,43.52,114.9019,4999.96,0,Sharebuilder,,
"Apr 7, 2004",Buy,LQD,0.31,111.536,34.46,0,Sharebuilder,,
"Apr 7, 2004",Dividend,LQD,0.31,111.536,34.46,0,Sharebuilder,,
"Apr 12, 2004",Buy,DIA,0.04,104.7619,4.61,0,Sharebuilder,,
"Apr 12, 2004",Dividend,DIA,0.04,104.7619,4.61,0,Sharebuilder,,
"Apr 30, 2004",Buy,SPY,0.16,111.7971,18.33,0,Sharebuilder,,
"Apr 30, 2004",Dividend,SPY,0.16,111.7971,18.33,0,Sharebuilder,,
"May 10, 2004",Buy,LQD,0.32,107.6923,34.57,0,Sharebuilder,,
"May 10, 2004",Dividend,LQD,0.32,107.6923,34.57,0,Sharebuilder,,
"May 12, 2004",Buy,DIA,0.02,100.431,2.31,0,Sharebuilder,,
"May 12, 2004",Dividend,DIA,0.02,100.431,2.31,0,Sharebuilder,,
"Jun 10, 2004",Buy,LQD,0.33,106.6241,35.08,0,Sharebuilder,,
"Jun 10, 2004",Dividend,LQD,0.33,106.6241,35.08,0,Sharebuilder,,
"Jun 14, 2004",Buy,DIA,0.11,104.2705,11.68,0,Sharebuilder,,
"Jun 14, 2004",Dividend,DIA,0.11,104.2705,11.68,0,Sharebuilder,,
"Jul 8, 2004",Buy,LQD,0.33,108.3974,35.23,0,Sharebuilder,,
"Jul 8, 2004",Dividend,LQD,0.33,108.3974,35.23,0,Sharebuilder,,
"Jul 12, 2004",Buy,DIA,0.04,102.4725,3.69,0,Sharebuilder,,
"Jul 12, 2004",Dividend,DIA,0.04,102.4725,3.69,0,Sharebuilder,,
"Jul 30, 2004",Buy,SPY,0.34,110.5701,37.26,0,Sharebuilder,,
"Jul 30, 2004",Dividend,SPY,0.34,110.5701,37.26,0,Sharebuilder,,
"Aug 9, 2004",Buy,LQD,0.32,109.1022,35.13,0,Sharebuilder,,
"Aug 9, 2004",Dividend,LQD,0.32,109.1022,35.13,0,Sharebuilder,,
"Aug 13, 2004",Buy,IDBOX,271,10.4099,2821.08,0,ING Direct,,
"Aug 16, 2004",Buy,DIA,0.03,98.8166,3.36,0,Sharebuilder,,
"Aug 16, 2004",Dividend,DIA,0.03,98.8166,3.36,0,Sharebuilder,,
"Sep 8, 2004",Buy,LQD,0.32,110.4756,35.57,0,Sharebuilder,,
"Sep 8, 2004",Dividend,LQD,0.32,110.4756,35.57,0,Sharebuilder,,
"Sep 13, 2004",Buy,DIA,0.11,103.1858,11.66,0,Sharebuilder,,
"Sep 13, 2004",Dividend,DIA,0.11,103.1858,11.66,0,Sharebuilder,,
"Oct 8, 2004",Buy,LQD,0.31,110.9131,34.83,0,Sharebuilder,,
"Oct 8, 2004",Dividend,LQD,0.31,110.9131,34.83,0,Sharebuilder,,
"Oct 12, 2004",Buy,DIA,0.04,101.1601,4.35,0,Sharebuilder,,
"Oct 12, 2004",Dividend,DIA,0.04,101.1601,4.35,0,Sharebuilder,,
"Oct 29, 2004",Buy,SPY,0.37,113.205,42.34,0,Sharebuilder,,
"Oct 29, 2004",Dividend,SPY,0.37,113.205,42.34,0,Sharebuilder,,
"Nov 8, 2004",Buy,LQD,0.32,112.1712,35.33,0,Sharebuilder,,
"Nov 8, 2004",Dividend,LQD,0.32,112.1712,35.33,0,Sharebuilder,,
"Nov 15, 2004",Buy,DIA,0.03,105.5556,3.38,0,Sharebuilder,,
"Nov 15, 2004",Dividend,DIA,0.03,105.5556,3.38,0,Sharebuilder,,
"Dec 2, 2004",Buy,DIA,0.08,105.649,8.77,0,Sharebuilder,,
"Dec 2, 2004",Buy,SPY,0.27,119.2509,31.84,0,Sharebuilder,,
"Dec 2, 2004",Dividend,DIA,0.08,105.649,8.77,0,Sharebuilder,,
"Dec 2, 2004",Dividend,SPY,0.27,119.2509,31.84,0,Sharebuilder,,
"Dec 8, 2004",Buy,LQD,0.31,110.938,34.83,0,Sharebuilder,,
"Dec 8, 2004",Dividend,LQD,0.31,110.938,34.83,0,Sharebuilder,,
"Dec 13, 2004",Buy,DIA,0.13,105.5288,13.19,0,Sharebuilder,,
"Dec 13, 2004",Dividend,DIA,0.13,105.5288,13.19,0,Sharebuilder,,
"Dec 31, 2004",Buy,QQQ,1.02,39.9883,40.91,0,Sharebuilder,,
"Dec 31, 2004",Dividend,QQQ,1.02,39.9883,40.91,0,Sharebuilder,,
"Jan 4, 2005",Buy,DIA,37.27,107.3373,4000.03,0,Sharebuilder,,
"Jan 4, 2005",Buy,LQD,35.65,112.2023,4000.01,0,Sharebuilder,,
"Jan 6, 2005",Buy,LQD,0.32,111.7188,35.75,0,Sharebuilder,,
"Jan 6, 2005",Dividend,LQD,0.32,111.7188,35.75,0,Sharebuilder,,
"Jan 18, 2005",Buy,DIA,0.06,105.4313,6.64,0,Sharebuilder,,
"Jan 18, 2005",Dividend,DIA,0.06,105.4313,6.64,0,Sharebuilder,,
"Jan 31, 2005",Buy,SPY,0.44,117.4318,51.67,0,Sharebuilder,,
"Jan 31, 2005",Dividend,SPY,0.44,117.4318,51.67,0,Sharebuilder,,
"Feb 8, 2005",Buy,LQD,0.45,112.8422,50.67,0,Sharebuilder,,
"Feb 8, 2005",Dividend,LQD,0.45,112.8422,50.67,0,Sharebuilder,,
"Feb 14, 2005",Buy,DIA,0.07,108.1429,7.57,0,Sharebuilder,,
"Feb 14, 2005",Dividend,DIA,0.07,108.1429,7.57,0,Sharebuilder,,
"Feb 15, 2005",Buy,AAPL,56.39,88.6709,4999.97,0,Sharebuilder,,
"Mar 2, 2005",Split,AAPL,,,0,,Sharebuilder,2,
"Mar 8, 2005",Buy,LQD,0.46,111.3582,51.11,0,Sharebuilder,,
"Mar 8, 2005",Dividend,LQD,0.46,111.3582,51.11,0,Sharebuilder,,
"Mar 14, 2005",Buy,DIA,0.17,107.8638,18.34,0,Sharebuilder,,
"Mar 14, 2005",Dividend,DIA,0.17,107.8638,18.34,0,Sharebuilder,,
"Apr 5, 2005",Buy,AAPL,95.35,41.9519,3999.99,0,Sharebuilder,,
"Apr 7, 2005",Buy,LQD,0.48,108.8521,52.68,0,Sharebuilder,,
"Apr 7, 2005",Dividend,LQD,0.48,108.8521,52.68,0,Sharebuilder,,
"Apr 11, 2005",Buy,DIA,0.12,104.5052,12.96,0,Sharebuilder,,
"Apr 11, 2005",Dividend,DIA,0.12,104.5052,12.96,0,Sharebuilder,,
"Apr 29, 2005",Buy,SPY,0.37,114.2017,42.71,0,Sharebuilder,,
"Apr 29, 2005",Dividend,SPY,0.37,114.2017,42.71,0,Sharebuilder,,
"May 9, 2005",Buy,LQD,0.47,109.8995,51.43,0,Sharebuilder,,
"May 9, 2005",Dividend,LQD,0.47,109.8995,51.43,0,Sharebuilder,,
"May 16, 2005",Buy,DIA,0.06,101.5957,5.69,0,Sharebuilder,,
"May 16, 2005",Dividend,DIA,0.06,101.5957,5.69,0,Sharebuilder,,
"Jun 7, 2005",Buy,LQD,0.47,111.6559,51.92,0,Sharebuilder,,
"Jun 7, 2005",Dividend,LQD,0.47,111.6559,51.92,0,Sharebuilder,,
"Jun 13, 2005",Buy,DIA,0.25,105.1655,26.08,0,Sharebuilder,,
"Jun 13, 2005",Dividend,DIA,0.25,105.1655,26.08,0,Sharebuilder,,
"Jul 5, 2005",Buy,NLY,287.79,17.3739,5000,0,Sharebuilder,,
"Jul 8, 2005",Buy,LQD,0.46,111.322,51.65,0,Sharebuilder,,
"Jul 8, 2005",Dividend,LQD,0.46,111.322,51.65,0,Sharebuilder,,
"Jul 11, 2005",Buy,DIA,0.09,104.5991,8.89,0,Sharebuilder,,
"Jul 11, 2005",Dividend,DIA,0.09,104.5991,8.89,0,Sharebuilder,,
"Jul 29, 2005",Buy,QQQ,0.1,39.8947,3.79,0,Sharebuilder,,
"Jul 29, 2005",Buy,SPY,0.36,124.5756,44.72,0,Sharebuilder,,
"Jul 29, 2005",Dividend,QQQ,0.1,39.8947,3.79,0,Sharebuilder,,
"Jul 29, 2005",Dividend,SPY,0.36,124.5756,44.72,0,Sharebuilder,,
"Aug 8, 2005",Buy,LQD,0.49,110.0992,54.39,0,Sharebuilder,,
"Aug 8, 2005",Dividend,LQD,0.49,110.0992,54.39,0,Sharebuilder,,
"Aug 15, 2005",Buy,DIA,0.07,105.9593,7.31,0,Sharebuilder,,
"Aug 15, 2005",Dividend,DIA,0.07,105.9593,7.31,0,Sharebuilder,,
"Sep 9, 2005",Buy,LQD,0.5,110.5861,55.51,0,Sharebuilder,,
"Sep 9, 2005",Dividend,LQD,0.5,110.5861,55.51,0,Sharebuilder,,
"Sep 12, 2005",Buy,DIA,0.23,106.7669,24.13,0,Sharebuilder,,
"Sep 12, 2005",Dividend,DIA,0.23,106.7669,24.13,0,Sharebuilder,,
"Oct 10, 2005",Buy,LQD,0.49,108.7036,53.37,0,Sharebuilder,,
"Oct 10, 2005",Dividend,LQD,0.49,108.7036,53.37,0,Sharebuilder,,
"Oct 17, 2005",Buy,DIA,0.12,102.8014,12.13,0,Sharebuilder,,
"Oct 17, 2005",Dividend,DIA,0.12,102.8014,12.13,0,Sharebuilder,,
"Oct 27, 2005",Buy,NLY,3.26,11.46,37.41,0,Sharebuilder,,
"Oct 27, 2005",Dividend,NLY,3.26,11.46,37.41,0,Sharebuilder,,
"Oct 31, 2005",Buy,SPY,0.4,119.7559,48.02,0,Sharebuilder,,
"Oct 31, 2005",Dividend,SPY,0.4,119.7559,48.02,0,Sharebuilder,,
"Nov 1, 2005",Sell,NLY,291.05,11.3352,3299.13,0,Sharebuilder,,
"Nov 7, 2005",Buy,AAPL,55,60.7,3338.5,0,Sharebuilder,,
"Nov 7, 2005",Buy,LQD,0.48,106.3129,50.71,0,Sharebuilder,,
"Nov 7, 2005",Dividend,LQD,0.48,106.3129,50.71,0,Sharebuilder,,
"Nov 14, 2005",Buy,DIA,0.1,107.0367,10.81,0,Sharebuilder,,
"Nov 14, 2005",Dividend,DIA,0.1,107.0367,10.81,0,Sharebuilder,,
"Nov 15, 2005",Buy,BBW,191,26.178,5000,0,Sharebuilder,,
"Dec 7, 2005",Buy,LQD,0.45,106.9316,48.44,0,Sharebuilder,,
"Dec 7, 2005",Dividend,LQD,0.45,106.9316,48.44,0,Sharebuilder,,
"Dec 12, 2005",Buy,DIA,0.2,107.7531,21.77,0,Sharebuilder,,
"Dec 12, 2005",Dividend,DIA,0.2,107.7531,21.77,0,Sharebuilder,,
"Dec 16, 2005",Buy,IDMOX,8,10.53,84.24,0,ING Direct,,
"Dec 16, 2005",Buy,IDLOX,1,15.19,15.19,0,ING Direct,,
"Dec 16, 2005",Buy,IDIOX,2,7.235,14.47,0,ING Direct,,
"Dec 30, 2005",Buy,IDBOX,11,10.5027,115.53,0,ING Direct,,
"Jan 3, 2006",Sell,IDBOX,271,10.2885,2788.18,0,ING Direct,,
"Jan 3, 2006",Sell,IDIOX,2,11.855,23.71,0,ING Direct,,
"Jan 5, 2006",Dividend,QQQ,,,11.04,,Sharebuilder,,
"Jan 17, 2006",Buy,DIA,0.18,109.5374,19.17,0,Sharebuilder,,
"Jan 17, 2006",Dividend,DIA,0.18,109.5374,19.18,0,Sharebuilder,,
"Jan 19, 2006",Buy,AAPL,69,80.0312,5522.15,0,Sharebuilder,,
"Jan 19, 2006",Sell,BBW,191,28.3494,5414.74,0,Sharebuilder,,
"Jan 30, 2006",Sell,IDBOX,11,10.38,114.18,0,ING Direct,,
"Jan 30, 2006",Sell,IDIOX,180,9.8771,1777.88,0,ING Direct,,
"Jan 30, 2006",Sell,IDLOX,1,21.22,21.22,0,ING Direct,,
"Jan 30, 2006",Sell,IDLOX,153,16.5599,2533.66,0,ING Direct,,
"Jan 30, 2006",Sell,IDMOX,8,16.8275,134.62,0,ING Direct,,
"Jan 30, 2006",Sell,IDMOX,162,18.0062,2917,0,ING Direct,,
"Jan 31, 2006",Buy,SPY,0.48,128.4504,62.17,0,Sharebuilder,,
"Jan 31, 2006",Dividend,SPY,0.48,128.4504,62.17,0,Sharebuilder,,
"Feb 7, 2006",Buy,ADRE,66,127.2681,8399.95,0,Sharebuilder,,
"Feb 7, 2006",Buy,LQD,0.47,107.1051,50.66,0,Sharebuilder,,
"Feb 7, 2006",Buy,VDE,89,78.6517,7000,0,Sharebuilder,,
"Feb 7, 2006",Dividend,LQD,0.47,107.1051,50.65,0,Sharebuilder,,
"Feb 13, 2006",Buy,DIA,0.09,109.1014,9.49,0,Sharebuilder,,
"Feb 13, 2006",Dividend,DIA,0.09,109.1014,9.47,0,Sharebuilder,,
"Feb 24, 2006",Sell,LQD,124.32,107.4184,13370.83,16.36,Sharebuilder,,
"Mar 13, 2006",Buy,DIA,0.15,110.8276,16.07,0,Sharebuilder,,
"Mar 13, 2006",Dividend,DIA,0.15,110.8276,16.07,0,Sharebuilder,,
"Mar 23, 2006",Buy,AAPL,30,60.15,1801.51,2.99,Penson,,
"Mar 24, 2006",Sell,AAPL,30,60.13,1806.96,3.06,Penson,,
"Apr 4, 2006",Buy,VGK,84.94,58.8671,4999.99,0,Sharebuilder,,
"Apr 17, 2006",Buy,DIA,0.18,111.2994,19.7,0,Sharebuilder,,
"Apr 17, 2006",Dividend,DIA,0.18,111.2994,19.7,0,Sharebuilder,,
"Apr 28, 2006",Buy,ADRE,0.13,136.9243,17.53,0,Sharebuilder,,
"Apr 28, 2006",Buy,QQQ,0.08,42.2872,3.17,0,Sharebuilder,,
"Apr 28, 2006",Buy,SPY,0.37,131.0466,48.36,0,Sharebuilder,,
"Apr 28, 2006",Dividend,ADRE,0.13,136.9243,17.54,0,Sharebuilder,,
"Apr 28, 2006",Dividend,QQQ,0.08,42.2872,3.18,0,Sharebuilder,,
"Apr 28, 2006",Dividend,SPY,0.37,131.0466,48.33,0,Sharebuilder,,
"May 15, 2006",Buy,DIA,0.08,113.8462,9.56,0,Sharebuilder,,
"May 15, 2006",Dividend,DIA,0.08,113.8462,9.62,0,Sharebuilder,,
"May 17, 2006",Buy,AAPL,25,64.65,1613.26,2.99,Penson,,
"May 19, 2006",Buy,SPY,40,126.36,5051.41,2.99,Penson,,
"May 23, 2006",Buy,VWO,79,66.1,5218.91,2.99,Penson,,
"Jun 5, 2006",Sell,VDE,89,81.5366,7256.76,0,Sharebuilder,,
"Jun 12, 2006",Buy,DIA,0.2,108.8365,22.2,0,Sharebuilder,,
"Jun 12, 2006",Dividend,DIA,0.2,108.8365,22.17,0,Sharebuilder,,
"Jul 12, 2006",Split,ADRE,,,,,Sharebuilder,4,
"Jul 17, 2006",Buy,DIA,0.12,107.3071,13.09,0,Sharebuilder,,
"Jul 17, 2006",Dividend,DIA,0.12,107.3071,13.07,0,Sharebuilder,,
"Jul 31, 2006",Buy,ADRE,1.55,32.2209,50.01,0,Sharebuilder,,
"Jul 31, 2006",Buy,QQQ,0.08,37.1202,2.82,0,Sharebuilder,,
"Jul 31, 2006",Buy,SPY,0.41,127.9724,51.83,0,Sharebuilder,,
"Jul 31, 2006",Dividend,ADRE,1.55,32.2209,50.01,0,Sharebuilder,,
"Jul 31, 2006",Dividend,QQQ,0.08,37.1202,2.81,0,Sharebuilder,,
"Jul 31, 2006",Dividend,SPY,0.41,127.9724,51.88,0,Sharebuilder,,
"Aug 1, 2006",Sell,AAPL,25,67.37,1687.31,3.06,Penson,,
"Aug 14, 2006",Buy,DIA,0.11,111.0487,11.88,0,Sharebuilder,,
"Aug 14, 2006",Dividend,DIA,0.11,111.0487,11.86,0,Sharebuilder,,
"Aug 18, 2006",Sell,SPY,40,129.85,5197.16,3.16,Penson,,
"Aug 18, 2006",Sell,VWO,79,66.71,5273.26,3.17,Penson,,
"Aug 21, 2006",Buy,AAPL,95,66.58,6322.11,2.99,Penson,,
"Aug 23, 2006",Sell,AAPL,95,67.46,6411.9,3.2,Penson,,
"Aug 25, 2006",Sell,DIA,79.82,112.4467,8991.39,16.23,Sharebuilder,,
"Aug 28, 2006",Buy,AAPL,95,67.97,6454.16,2.99,Penson,,
"Aug 28, 2006",Sell,AAPL,95,67.5,6415.7,3.2,Penson,,
"Sep 6, 2006",Buy,AAPL,90,70.08,6304.21,2.99,Penson,,
"Sep 8, 2006",Sell,AAPL,90,72.46,6524.61,3.21,Penson,,
"Sep 11, 2006",Buy,AAPL,80,72.8,5821.01,2.99,Penson,,
"Sep 12, 2006",Sell,AAPL,80,72.12,5772.78,3.18,Penson,,
"Sep 15, 2006",Buy,AAPL,165,74.34,12263.11,2.99,Penson,,
"Sep 27, 2006",Sell,AAPL,165,76.4,12609.4,3.4,Penson,,
"Oct 3, 2006",Buy,AAPL,170,74.4,12645.01,2.99,Penson,,
"Oct 5, 2006",Sell,AAPL,170,74.455,12660.75,3.4,Penson,,
"Oct 12, 2006",Buy,AAPL,170,73.74,12532.81,2.99,Penson,,
"Oct 13, 2006",Sell,AAPL,170,75.2,12787.41,3.41,Penson,,
"Oct 18, 2006",Buy,AAPL,173,74.42,12871.67,2.99,Penson,,
"Oct 19, 2006",Sell,AAPL,173,78.96,13663.51,3.43,Penson,,
"Oct 24, 2006",Buy,AAPL,165,81.53,13449.46,2.99,Penson,,
"Oct 24, 2006",Buy,AAPL,120,81.1129,9733.55,0,Sharebuilder,,
"Oct 24, 2006",Sell,AAPL,165,80.99,13366.78,3.43,Penson,,
"Oct 27, 2006",Buy,AAPL,170,80.36,13658.21,2.99,Penson,,
"Oct 31, 2006",Buy,ADRE,1.65,33.9068,55.78,0,Sharebuilder,,
"Oct 31, 2006",Buy,QQQ,0.06,42.4544,2.55,0,Sharebuilder,,
"Oct 31, 2006",Buy,SPY,0.39,137.8043,54.29,0,Sharebuilder,,
"Oct 31, 2006",Dividend,ADRE,1.65,33.9068,55.78,0,Sharebuilder,,
"Oct 31, 2006",Dividend,QQQ,0.06,42.4544,2.56,0,Sharebuilder,,
"Oct 31, 2006",Dividend,SPY,0.39,137.8043,54.35,0,Sharebuilder,,
"Nov 9, 2006",Sell,AAPL,170,82.95,14104.95,3.45,Penson,,
"Nov 13, 2006",Buy,AAPL,165,83.78,13820.71,2.99,Penson,,
"Nov 15, 2006",Sell,AAPL,165,85.475,14106.82,3.45,Penson,,
"Nov 22, 2006",Buy,AAPL,163,88.33,14394.8,2.99,Penson,,
"Nov 24, 2006",Sell,AAPL,163,89.51,14593.59,3.46,Penson,,
"Nov 29, 2006",Buy,AAPL,300,92.205,27658.51,2.99,Penson,,
"Dec 15, 2006",Sell,AAPL,0.12,90.5,10.86,0,Sharebuilder,,
"Dec 15, 2006",Sell,ADRE,0.72,37.7917,27.21,0,Sharebuilder,,
"Dec 15, 2006",Sell,QQQ,0.42,44.5476,18.71,0,Sharebuilder,,
"Dec 15, 2006",Sell,SPY,0.2,146.35,29.27,0,Sharebuilder,,
"Dec 15, 2006",Sell,VGK,0.94,69.3949,65.02,0,Sharebuilder,,
"Dec 28, 2006",Buy,QQQ,150,43.127,6469.05,0,Sharebuilder,,
"Dec 28, 2006",Buy,SPY,44,142.1088,6252.79,0,Sharebuilder,,
"Dec 28, 2006",Buy,EFA,150,73.1872,10978.08,0,TD Ameritrade,,
"Dec 28, 2006",Sell,AAPL,300,80.87,24264.77,3.77,Penson,,
"Dec 28, 2006",Sell,AAPL,452.01,80,36161.36,1.12,Sharebuilder,,
"Dec 28, 2006",Sell,QQQ,259.01,47.7715,12383.05,10.18,Sharebuilder,,
"Dec 28, 2006",Sell,EFA,150,73.7428,11061.76,0.34,TD Ameritrade,,
"Dec 29, 2006",Buy,AAPL,250,85.3,21322.01,2.99,Penson,,
"Dec 29, 2006",Dividend,ADRE,,,33,,Sharebuilder,,
"Dec 29, 2006",Dividend,VGK,,,151.96,,Sharebuilder,,
"Dec 29, 2006",Sell,VGK,84,75.1106,6319.29,10,Sharebuilder,,
"Jan 3, 2007",Buy,AAPL,3,84.6999,254.1,0,TD Ameritrade,,
"Jan 3, 2007",Buy,AAPL,275,84.588,23261.7,0,TD Ameritrade,,
"Jan 10, 2007",Sell,AAPL,250,95.83,23961.25,3.75,Penson,,
"Jan 10, 2007",Sell,AAPL,278,96,26688.82,0.82,TD Ameritrade,,
"Jan 16, 2007",Buy,AAPL,280,95.79,26818.21,2.99,Penson,,
"Jan 16, 2007",Buy,AAPL,285,95.73,27283.05,0,TD Ameritrade,,
"Jan 18, 2007",Buy,EMV,170,59.0132,10032.24,0,TD Ameritrade,,
"Jan 18, 2007",Buy,EPP,120,125.6208,15074.5,0,TD Ameritrade,,
"Jan 18, 2007",Sell,AAPL,280,90.005,25205.2,3.8,Penson,,
"Jan 18, 2007",Sell,AAPL,285,90,25650.79,0.79,TD Ameritrade,,
"Feb 27, 2007",Buy,XLE,170,58.05,9865.51,2.99,Penson,,
"Feb 27, 2007",Dividend,XLE,,,31.78,,Penson,,
"Mar 23, 2007",Short Sell,AAPL,20,93.695,1876.92,3.02,Penson,,
"Mar 28, 2007",Dividend,EMV,,,39.38,,TD Ameritrade,,
"Apr 4, 2007",Buy to Cover,AAPL,20,94.94,1895.81,2.99,Penson,,
"Apr 19, 2007",Sell,XLE,170,62.2,10577.19,3.19,Penson,,
"Apr 20, 2007",Buy,AAPL,40,91.08,3640.21,2.99,Penson,,
"Apr 20, 2007",Buy,BHP,80,49.9,3989.01,2.99,Penson,,
"Apr 20, 2007",Buy,CVX,50,77.55,3874.51,2.99,Penson,,
"Apr 30, 2007",Dividend,ADRE,,,12.56,,Sharebuilder,,
"Apr 30, 2007",Dividend,SPY,,,76.08,,Sharebuilder,,
"Apr 30, 2007",Sell,AAPL,40,100.16,4009.47,3.07,Penson,,
"Apr 30, 2007",Sell,BHP,80,48.81,3907.86,3.06,Penson,,
"Apr 30, 2007",Sell,CVX,50,78.4,3923.06,3.06,Penson,,
"May 2, 2007",Buy,DSV,94,75.11,7050.35,9.99,TD Ameritrade,,
"May 18, 2007",Buy,AAPL,17,109.97,1869.49,0,E*TRADE,,
"May 18, 2007",Buy,AAPL,100,109.93,10983.01,9.99,E*TRADE,,
"Jun 19, 2007",Buy,AAUKY,491,30.78,15102.99,9.99,TD Ameritrade,,
"Jun 19, 2007",Buy,GS,67,228.2994,15286.07,9.99,TD Ameritrade,,
"Jun 19, 2007",Sell,DSV,94,76.1006,7163.56,10.1,TD Ameritrade,,
"Jun 19, 2007",Sell,EMV,170,63.86,10866.36,10.16,TD Ameritrade,,
"Jun 27, 2007",Dividend,DSV,,,51,,TD Ameritrade,,
"Jun 27, 2007",Dividend,EMV,,,57.25,,TD Ameritrade,,
"Jul 24, 2007",Buy,AAPL,99,138.03,13654.98,9.99,E*TRADE,,
"Jul 24, 2007",Sell,GS,67,201.8006,13530.84,10.2,TD Ameritrade,,
"Jul 26, 2007",Split,AAUKY,,,,,TD Ameritrade,0.91,
"Jul 31, 2007",Dividend,ADRE,,,103.49,,Sharebuilder,,
"Jul 31, 2007",Dividend,SPY,,,90.47,,Sharebuilder,,
"Aug 15, 2007",Dividend,AAUKY,,,21.09,,TD Ameritrade,,
"Aug 21, 2007",Buy,SPY,45,130.12,5852.41,2.99,Penson,,
"Aug 23, 2007",Buy,AAPL,7,131.258,908.82,9.99,E*TRADE,,
"Sep 6, 2007",Sell,SPY,45,130.92,5894.59,3.19,Penson,,
"Oct 11, 2007",Dividend,AAUKY,,,53.07,,TD Ameritrade,,
"Oct 31, 2007",Dividend,SPY,,,99.18,,Sharebuilder,,
"Nov 2, 2007",Dividend,ADRE,,,66.63,,Sharebuilder,,
"Nov 15, 2007",Buy,AAPL,125,168.7899,21088.75,9.99,E*TRADE,,
"Nov 15, 2007",Sell,SPY,138,146.8101,20270.97,10.3,Sharebuilder,,
"Dec 31, 2007",Dividend,ADRE,,,42.21,,Sharebuilder,,
"Jan 2, 2008",Dividend,EPP,,,618.42,,TD Ameritrade,,
"Apr 30, 2008",Dividend,ADRE,,,27,,Sharebuilder,,
"May 21, 2008",Dividend,AAUKY,,,182.86,,TD Ameritrade,,
"Jun 30, 2008",Dividend,EPP,,,43.75,,TD Ameritrade,,
"Jul 23, 2008",Split,EPP,,,,,TD Ameritrade,3,
"Aug 4, 2008",Dividend,ADRE,,,107.63,,Sharebuilder,,
"Oct 13, 2008",Dividend,AAUKY,,,89.2,,TD Ameritrade,,
"Oct 31, 2008",Dividend,ADRE,,,79.69,,Sharebuilder,,
"Dec 31, 2008",Dividend,ADRE,,,46.01,,Sharebuilder,,
"Dec 31, 2008",Dividend,EPP,,,188.05,,TD Ameritrade,,
"May 1, 2009",Buy,ADRE,0.75,31.2048,23.31,0,Sharebuilder,,
"May 1, 2009",Dividend,ADRE,0.75,31.2048,23.31,0,Sharebuilder,,
"May 19, 2009",Buy,KO,210,46.14,9679.41,9.99,TD Ameritrade,,
"Jun 30, 2009",Buy,EPP,6.04,31.7375,191.79,0,TD Ameritrade,,
"Jun 30, 2009",Dividend,EPP,6.04,31.7375,191.79,0,TD Ameritrade,,
"Jul 2, 2009",Buy,KO,1.48,49.3459,73.18,0,TD Ameritrade,,
"Jul 2, 2009",Dividend,KO,1.48,49.3459,73.18,0,TD Ameritrade,,
"Aug 3, 2009",Buy,ADRE,1.59,39.2467,62.52,0,Sharebuilder,,
"Aug 3, 2009",Dividend,ADRE,1.59,39.2467,62.52,0,Sharebuilder,,
"Oct 2, 2009",Buy,KO,1.38,53.6,73.7,0,TD Ameritrade,,
